quantile,ccyy,cname,year,threshold,hc,hmc,hmchousa,hnchousi,hcmed,hmcmed,hncmed,hceduc,hmceduc,hnceduc,hncbgifte,hncbgiftg,hncbgifto,hchousa,hchousi
16,pe10,Peru,2010,3018,9949,5378,33,673,859,355,504,308,180,128,44,464,841,33,673
17,pe10,Peru,2010,3251,9885,5576,77,791,678,336,342,294,185,109,9,462,673,77,791
18,pe10,Peru,2010,3507,11134,6492,55,954,816,452,364,422,315,107,6,418,636,55,954
19,pe10,Peru,2010,3756,10946,5864,45,1043,641,344,297,459,247,212,6,428,803,45,1043
20,pe10,Peru,2010,3999,11407,6686,75,981,788,416,372,380,240,140,9,416,700,75,981
21,pe10,Peru,2010,4232,10748,6402,51,862,771,392,380,355,220,135,6,446,623,51,862
22,pe10,Peru,2010,4497,12564,7284,77,1193,1055,489,566,345,221,125,49,495,857,77,1193
23,pe10,Peru,2010,4764,12463,7072,185,1172,905,445,460,345,227,118,7,389,937,185,1172
24,pe10,Peru,2010,5013,11538,7055,59,978,1063,447,616,298,211,87,7,372,883,59,978
25,pe10,Peru,2010,5264.5,13578,8429,121,1036,1000,527,474,623,468,156,12,454,1193,121,1036
26,pe10,Peru,2010,5515,12820,8203,184,865,884,492,392,417,274,143,56,430,605,184,865
27,pe10,Peru,2010,5812,15899,9842,105,1697,1118,526,592,1055,886,169,25,494,802,105,1697
28,pe10,Peru,2010,6102,13552,8636,131,1099,1053,630,423,515,325,190,4,473,771,131,1099
29,pe10,Peru,2010,6386,13971,8767,114,1200,1041,586,455,529,324,205,3,544,704,114,1200
30,pe10,Peru,2010,6681,14325,8926,224,1247,1052,580,472,568,333,235,2,449,1135,224,1247
31,pe10,Peru,2010,7013,14418,9352,169,1189,868,506,362,584,342,243,11,443,757,169,1189
32,pe10,Peru,2010,7292,15427,10151,157,1198,1102,581,521,720,531,189,17,484,846,157,1198
33,pe10,Peru,2010,7572,15683,10500,117,1311,1053,515,538,715,563,152,12,582,583,117,1311
34,pe10,Peru,2010,7870,17405,10317,192,2335,1158,638,520,509,327,182,5,459,816,192,2335
35,pe10,Peru,2010,8176,14801,9965,265,1151,1024,625,399,530,351,178,5,382,678,265,1151
36,pe10,Peru,2010,8455,16455,11342,235,1295,1298,805,493,603,472,131,4,559,464,235,1295
37,pe10,Peru,2010,8783,15176,10016,162,1303,969,563,406,638,436,202,5,482,742,162,1303
38,pe10,Peru,2010,9065,16409,10021,85,1830,1223,635,589,527,350,176,6,506,709,85,1830
39,pe10,Peru,2010,9418,18530,13091,162,1484,1400,818,582,1040,842,197,11,593,691,162,1484
40,pe10,Peru,2010,9684,17917,11530,169,1751,1193,678,514,812,651,161,35,571,715,169,1751
41,pe10,Peru,2010,10004,18576,12526,136,1661,1482,988,495,893,680,213,26,470,840,136,1661
42,pe10,Peru,2010,10293,17894,11755,256,1634,993,534,459,970,821,149,13,482,609,256,1634
43,pe10,Peru,2010,10602,18842,12524,281,1312,1697,771,926,1133,674,459,7,636,1462,281,1312
44,pe10,Peru,2010,10926,16810,11834,261,1213,1023,527,497,663,498,164,10,488,618,261,1213
45,pe10,Peru,2010,11225,19164,12539,174,1763,1208,747,461,759,567,193,21,503,875,174,1763
46,pe10,Peru,2010,11574,18866,13156,214,1398,1366,732,634,887,612,276,51,679,894,214,1398
47,pe10,Peru,2010,11927,19630,13281,100,1921,1146,615,531,978,802,177,13,620,555,100,1921
48,pe10,Peru,2010,12303,21738,15426,433,1663,1588,1046,542,1162,864,298,30,495,912,433,1663
49,pe10,Peru,2010,12607,19399,13670,366,1518,1542,702,839,901,739,162,26,528,977,366,1518
50,pe10,Peru,2010,12918,19284,13725,232,1468,1437,850,587,940,727,214,41,618,625,232,1468
51,pe10,Peru,2010,13272,21310,14166,160,1874,1633,1007,626,1119,807,312,19,577,1203,160,1874
52,pe10,Peru,2010,13578,21209,14612,104,1857,1610,938,671,1033,828,205,18,598,856,104,1857
53,pe10,Peru,2010,13946,20085,14066,266,1291,1456,620,837,1218,956,263,6,783,1141,266,1291
54,pe10,Peru,2010,14274,21729,15085,402,1882,1383,793,590,1083,871,212,22,518,826,402,1882
55,pe10,Peru,2010,14657,22426,15827,278,1742,1518,974,544,1067,858,209,20,549,824,278,1742
56,pe10,Peru,2010,15048,22628,15576,304,1857,1890,1009,881,1257,1022,234,11,730,993,304,1857
57,pe10,Peru,2010,15465,22580,15202,116,2086,1521,809,712,1048,877,171,7,662,945,116,2086
58,pe10,Peru,2010,15825,23417,16557,588,1870,1675,908,767,1082,914,168,22,593,881,588,1870
59,pe10,Peru,2010,16228,23439,17150,505,1711,1436,702,733,1399,1238,161,21,738,732,505,1711
60,pe10,Peru,2010,16673,27498,18508,725,3048,1721,1013,707,1048,863,186,30,590,1016,725,3048
61,pe10,Peru,2010,17184,24699,17265,245,2148,1436,904,532,1583,1455,128,2,408,988,245,2148
62,pe10,Peru,2010,17664,25490,18053,298,2063,1892,987,904,1452,1175,277,144,828,1147,298,2063
63,pe10,Peru,2010,18132,27523,19075,327,2427,1670,942,728,1886,1363,523,40,671,1282,327,2427
64,pe10,Peru,2010,18564,24421,16760,146,2016,1851,971,880,1584,1167,417,58,712,1175,146,2016
65,pe10,Peru,2010,19067,24860,16834,320,2638,1686,978,708,1085,938,147,10,499,910,320,2638
66,pe10,Peru,2010,19555,24818,17480,551,2260,1642,864,777,999,835,164,50,688,853,551,2260
67,pe10,Peru,2010,20103,26133,18393,342,2136,1835,1102,733,1451,1265,186,23,639,1012,342,2136
68,pe10,Peru,2010,20589,26941,18668,289,2409,2167,1037,1130,1351,1159,192,18,1174,888,289,2409
69,pe10,Peru,2010,21115,26639,19216,429,2061,1917,1027,890,1591,1349,242,18,773,903,429,2061
70,pe10,Peru,2010,21622,27948,19214,430,2424,1906,939,967,1364,954,410,21,775,1246,430,2424
71,pe10,Peru,2010,22192,28506,20852,429,2242,2495,1427,1067,1700,1464,237,22,956,795,429,2242
72,pe10,Peru,2010,22793,30188,21586,284,2527,1967,1086,882,2247,1699,548,19,912,1285,284,2527
73,pe10,Peru,2010,23427,29977,21142,406,2596,2205,1116,1088,1886,1485,401,33,1096,951,406,2596
74,pe10,Peru,2010,24015,30515,21117,429,2912,2350,1281,1070,1523,1282,241,13,968,994,429,2912
75,pe10,Peru,2010,24689.5,29104,20792,364,2504,2419,1400,1018,1848,1495,353,12,946,916,364,2504
76,pe10,Peru,2010,25358,31750,23272,314,2432,2828,1469,1360,1954,1585,369,13,1144,1207,314,2432
77,pe10,Peru,2010,26002,31902,21912,135,3297,2406,1366,1041,1717,1514,203,50,957,912,135,3297
78,pe10,Peru,2010,26971,30870,21708,357,2772,2593,1475,1118,1781,1511,270,30,983,1233,357,2772
79,pe10,Peru,2010,27819,30414,22127,402,2484,1938,1105,833,2004,1710,294,43,822,1193,402,2484
80,pe10,Peru,2010,28716,34891,23749,287,3732,2326,1499,828,2061,1781,280,28,795,946,287,3732
81,pe10,Peru,2010,29663,33075,23367,273,2689,2889,1656,1233,1785,1527,258,102,1141,1099,273,2689
82,pe10,Peru,2010,30595,33846,24130,463,3029,2784,1512,1272,1880,1604,276,65,1248,746,463,3029
83,pe10,Peru,2010,31762,35671,24902,181,3593,2796,1638,1157,2247,1912,335,155,959,1227,181,3593
84,pe10,Peru,2010,32897,35599,25689,485,2993,2858,1567,1291,2817,2388,429,13,1315,875,485,2993
85,pe10,Peru,2010,34082,36106,26201,688,2655,3578,1986,1592,2676,2141,534,62,1457,1426,688,2655
86,pe10,Peru,2010,35428,38943,28992,502,3104,3313,2142,1171,3316,2567,749,66,1034,1441,502,3104
87,pe10,Peru,2010,36752,37561,27281,372,2933,3050,1854,1196,2271,1878,393,38,1145,1405,372,2933
88,pe10,Peru,2010,38296,42216,30544,656,3779,4024,2328,1695,2679,2297,383,67,1224,1419,656,3779
89,pe10,Peru,2010,39939,41217,29660,491,3476,3476,1776,1700,2964,2349,615,85,1489,1471,491,3476
90,pe10,Peru,2010,42000,40942,29602,646,3311,3790,1832,1959,2798,2274,525,21,1794,1397,646,3311
91,pe10,Peru,2010,44153,43267,30287,577,3594,4012,2055,1957,4022,2833,1189,68,1595,2337,577,3594
92,pe10,Peru,2010,46421,41400,30760,758,3403,3237,1906,1331,2631,2344,288,32,1175,1103,758,3403
93,pe10,Peru,2010,49186,45629,33741,576,4025,3270,2027,1242,3563,3088,475,70,1072,1367,576,4025
94,pe10,Peru,2010,52194,48530,33746,603,4514,4245,2153,2093,4582,3858,724,39,1681,1735,603,4514
95,pe10,Peru,2010,56357,46557,33311,179,4641,3345,2181,1164,3278,2962,316,59,961,1170,179,4641
96,pe10,Peru,2010,62213,55122,37273,349,6539,4857,2766,2090,4363,3902,461,129,1609,1483,349,6539
97,pe10,Peru,2010,69358,59479,40880,686,5454,7512,3481,4031,5285,4147,1138,159,2856,2917,686,5454
98,pe10,Peru,2010,80549,61422,42471,645,6319,5624,2305,3320,5900,5491,409,113,2953,1635,645,6319
99,pe10,Peru,2010,103403,77788,58518,1773,6392,6558,3736,2822,6949,6142,806,382,1955,2559,1773,6392
100,pe10,Peru,2010,.,98490,71046,2157,8282,13241,5831,7409,11898,10533,1365,134,5427,4086,2157,8282
1,pl07,Poland,2007,2047,.,20914,55,0,1004,1002,1,180,180,0,1702,.,475,55,0
2,pl07,Poland,2007,5976,.,8597,69,0,396,384,12,15,13,1,562,.,584,69,0
3,pl07,Poland,2007,7200,.,8496,41,0,517,513,5,8,8,0,333,.,439,41,0
4,pl07,Poland,2007,8121,.,8804,48,0,723,717,5,15,15,0,193,.,446,48,0
5,pl07,Poland,2007,8742,.,8972,65,0,662,647,15,19,18,1,303,.,496,65,0
6,pl07,Poland,2007,9365,.,8914,34,0,809,796,12,31,31,0,201,.,581,34,0
7,pl07,Poland,2007,9969,.,9567,55,0,880,863,17,2,2,0,247,.,578,55,0
8,pl07,Poland,2007,10449,.,10221,87,0,848,841,6,15,14,2,127,.,435,87,0
9,pl07,Poland,2007,10920,.,9863,108,0,822,818,5,11,11,0,227,.,394,108,0
10,pl07,Poland,2007,11392,.,10993,93,0,901,887,14,51,51,0,181,.,397,93,0
11,pl07,Poland,2007,11838,.,10806,80,0,973,971,2,24,24,0,190,.,471,80,0
12,pl07,Poland,2007,12228,.,10848,80,0,943,911,32,31,26,5,280,.,658,80,0
13,pl07,Poland,2007,12670,.,10465,67,0,986,949,36,3,3,0,241,.,552,67,0
14,pl07,Poland,2007,13122,.,12045,51,0,882,872,10,21,15,6,187,.,521,51,0
15,pl07,Poland,2007,13519,.,11749,73,0,907,886,20,8,8,0,304,.,586,73,0
16,pl07,Poland,2007,13970,.,12236,85,0,1014,979,35,10,10,0,290,.,577,85,0
17,pl07,Poland,2007,14400,.,12605,38,0,1147,1099,48,40,38,2,256,.,597,38,0
18,pl07,Poland,2007,14746,.,12793,115,0,1096,1091,5,35,34,2,332,.,740,115,0
19,pl07,Poland,2007,15168,.,13092,79,0,1076,1066,9,37,22,16,263,.,646,79,0
20,pl07,Poland,2007,15600,.,13481,126,0,913,878,35,46,46,0,195,.,499,126,0
21,pl07,Poland,2007,15996,.,14003,74,0,903,897,5,111,105,6,386,.,650,74,0
22,pl07,Poland,2007,16368,.,14109,90,0,1001,990,10,57,57,0,307,.,661,90,0
23,pl07,Poland,2007,16800,.,14345,55,0,1043,1032,10,56,55,1,328,.,549,55,0
24,pl07,Poland,2007,17160,.,14842,120,0,1092,1079,13,46,36,10,399,.,670,120,0
25,pl07,Poland,2007,17556,.,14442,52,0,1050,1029,21,138,97,41,452,.,508,52,0
26,pl07,Poland,2007,18000,.,15334,126,0,1067,1050,17,66,62,4,410,.,733,126,0
27,pl07,Poland,2007,18243,.,15430,101,0,1010,1003,7,46,46,0,364,.,402,101,0
28,pl07,Poland,2007,18632,.,16176,131,0,1169,1156,13,28,28,0,423,.,694,131,0
29,pl07,Poland,2007,19026,.,16382,64,0,1097,1095,3,111,101,10,449,.,608,64,0
30,pl07,Poland,2007,19368,.,17105,117,0,970,942,28,88,88,0,268,.,575,117,0
31,pl07,Poland,2007,19754,.,16648,155,0,1356,1344,12,104,104,0,369,.,661,155,0
32,pl07,Poland,2007,20142,.,16851,72,0,1166,1157,9,43,43,0,512,.,615,72,0
33,pl07,Poland,2007,20454,.,17221,132,0,1053,1021,31,156,156,0,341,.,550,132,0
34,pl07,Poland,2007,20859,.,16840,92,0,1227,1225,2,138,134,5,453,.,830,92,0
35,pl07,Poland,2007,21252,.,17247,123,0,1179,1148,31,182,174,8,451,.,680,123,0
36,pl07,Poland,2007,21600,.,17722,152,0,1182,1161,21,100,100,0,487,.,499,152,0
37,pl07,Poland,2007,21930,.,19385,144,0,1122,1117,6,93,89,3,578,.,523,144,0
38,pl07,Poland,2007,22308,.,18467,65,0,1226,1222,5,114,113,1,531,.,704,65,0
39,pl07,Poland,2007,22680,.,18794,139,0,1070,1063,7,211,192,19,357,.,690,139,0
40,pl07,Poland,2007,22995,.,18932,187,0,1162,1138,24,91,91,0,461,.,658,187,0
41,pl07,Poland,2007,23400,.,19283,143,0,1195,1185,9,114,113,1,550,.,615,143,0
42,pl07,Poland,2007,23832,.,20214,114,0,1253,1237,16,147,146,1,483,.,567,114,0
43,pl07,Poland,2007,24060,.,20185,129,0,1105,1098,7,154,139,15,514,.,635,129,0
44,pl07,Poland,2007,24396,.,21098,78,0,1100,1094,6,159,149,10,480,.,657,78,0
45,pl07,Poland,2007,24783,.,21068,182,0,1158,1143,15,217,217,0,385,.,496,182,0
46,pl07,Poland,2007,25192,.,20423,101,0,1168,1084,84,277,241,36,511,.,681,101,0
47,pl07,Poland,2007,25460,.,20590,155,0,1299,1220,80,191,186,5,418,.,735,155,0
48,pl07,Poland,2007,25872,.,20540,42,0,1197,1190,7,245,217,29,621,.,574,42,0
49,pl07,Poland,2007,26280,.,21395,94,0,1265,1236,29,127,127,0,467,.,563,94,0
50,pl07,Poland,2007,26622.5,.,21200,130,0,1158,1126,32,146,142,3,427,.,816,130,0
51,pl07,Poland,2007,27068,.,22553,173,0,1243,1237,5,239,237,2,471,.,763,173,0
52,pl07,Poland,2007,27531,.,23057,68,0,1587,1566,21,228,203,25,491,.,643,68,0
53,pl07,Poland,2007,27857,.,22022,43,0,1279,1245,34,106,95,10,524,.,739,43,0
54,pl07,Poland,2007,28269,.,23712,119,0,1230,1222,8,384,371,13,527,.,600,119,0
55,pl07,Poland,2007,28764,.,24212,213,0,1303,1289,14,236,212,23,543,.,591,213,0
56,pl07,Poland,2007,29119,.,24326,130,0,1448,1422,26,379,362,17,615,.,730,130,0
57,pl07,Poland,2007,29616,.,24716,137,0,1289,1282,7,349,347,3,536,.,681,137,0
58,pl07,Poland,2007,30000,.,23333,123,0,1530,1486,44,215,203,12,665,.,685,123,0
59,pl07,Poland,2007,30374,.,24785,125,0,1295,1286,9,216,214,3,675,.,885,125,0
60,pl07,Poland,2007,30900,.,24728,288,0,1160,1147,13,249,242,7,414,.,606,288,0
61,pl07,Poland,2007,31344,.,25712,152,0,1447,1421,26,378,296,82,768,.,632,152,0
62,pl07,Poland,2007,31800,.,25709,161,0,1430,1421,9,344,329,16,730,.,702,161,0
63,pl07,Poland,2007,32344,.,26363,199,0,1340,1334,6,356,344,11,564,.,624,199,0
64,pl07,Poland,2007,32813,.,26963,147,0,1397,1349,48,304,295,9,674,.,817,147,0
65,pl07,Poland,2007,33360,.,27594,161,0,1376,1327,49,234,215,19,580,.,678,161,0
66,pl07,Poland,2007,33823,.,27179,161,0,1489,1476,14,360,313,47,614,.,741,161,0
67,pl07,Poland,2007,34368,.,27132,104,0,1305,1300,5,285,250,36,607,.,690,104,0
68,pl07,Poland,2007,34950,.,28075,106,0,1355,1347,8,323,312,11,627,.,852,106,0
69,pl07,Poland,2007,35559,.,28962,99,0,1300,1287,13,384,384,0,606,.,613,99,0
70,pl07,Poland,2007,36011,.,28520,60,0,1512,1482,30,478,474,4,739,.,804,60,0
71,pl07,Poland,2007,36624,.,30665,242,0,1674,1630,44,337,310,27,511,.,554,242,0
72,pl07,Poland,2007,37200,.,28888,113,0,1463,1443,20,464,446,18,767,.,749,113,0
73,pl07,Poland,2007,37900,.,30859,239,0,1551,1525,26,444,386,58,678,.,664,239,0
74,pl07,Poland,2007,38584,.,29882,87,0,1572,1534,38,629,608,21,838,.,677,87,0
75,pl07,Poland,2007,39384,.,30784,102,0,1530,1518,12,569,510,59,672,.,981,102,0
76,pl07,Poland,2007,40043,.,30494,186,0,1656,1647,10,560,516,44,982,.,885,186,0
77,pl07,Poland,2007,40800,.,32224,202,0,1551,1529,22,714,674,40,733,.,664,202,0
78,pl07,Poland,2007,41667,.,34703,231,0,1536,1515,21,659,623,36,930,.,812,231,0
79,pl07,Poland,2007,42403,.,33130,242,0,1695,1671,25,586,549,36,662,.,675,242,0
80,pl07,Poland,2007,43200,.,34748,148,0,1581,1561,20,795,756,39,966,.,806,148,0
81,pl07,Poland,2007,44246,.,33367,79,0,1633,1606,27,622,590,32,714,.,871,79,0
82,pl07,Poland,2007,45228,.,33849,162,0,1694,1688,6,447,412,34,783,.,702,162,0
83,pl07,Poland,2007,46260,.,35922,148,0,1612,1598,13,505,471,34,1005,.,774,148,0
84,pl07,Poland,2007,47449,.,35845,133,0,1673,1659,14,720,692,28,897,.,1028,133,0
85,pl07,Poland,2007,48425,.,36502,168,0,1948,1942,5,840,770,69,915,.,748,168,0
86,pl07,Poland,2007,49636,.,38489,237,0,1556,1541,16,634,594,40,800,.,843,237,0
87,pl07,Poland,2007,51043,.,38691,249,0,1712,1637,75,587,554,34,1038,.,1375,249,0
88,pl07,Poland,2007,52602,.,39494,207,0,1693,1648,45,834,772,61,956,.,1069,207,0
89,pl07,Poland,2007,54234,.,39843,236,0,1986,1921,65,1069,985,84,1123,.,1170,236,0
90,pl07,Poland,2007,56159,.,41731,199,0,1695,1587,108,1236,1154,82,864,.,895,199,0
91,pl07,Poland,2007,58472,.,43035,178,0,1916,1890,26,902,838,63,1128,.,923,178,0
92,pl07,Poland,2007,60818,.,45713,231,0,1920,1894,26,1058,957,101,759,.,1112,231,0
93,pl07,Poland,2007,63600,.,46469,319,0,2325,2105,221,954,822,132,1130,.,1141,319,0
94,pl07,Poland,2007,66733,.,43775,266,0,2038,2013,25,910,760,150,1399,.,1000,266,0
95,pl07,Poland,2007,71190,.,48952,302,0,2041,2018,23,1142,1089,53,1161,.,862,302,0
96,pl07,Poland,2007,76644,.,53258,177,0,2085,2022,63,967,813,154,1085,.,888,177,0
97,pl07,Poland,2007,83365,.,54275,329,0,2691,2447,244,2002,1671,331,1865,.,1278,329,0
98,pl07,Poland,2007,94326,.,62172,209,0,2693,2616,76,1533,1423,111,1418,.,1464,209,0
99,pl07,Poland,2007,120000,.,63934,331,0,2967,2902,65,2386,1971,415,1820,.,1529,331,0
100,pl07,Poland,2007,.,.,85141,380,0,3352,3188,164,2302,2052,250,2670,.,2114,380,0
1,pl10,Poland,2010,4200,.,24799,87,0,1124,1121,3,212,212,0,1673,.,535,87,0
2,pl10,Poland,2010,7565,.,10022,85,0,484,479,5,82,82,0,404,.,607,85,0
3,pl10,Poland,2010,9000,.,9735,42,0,633,596,37,11,11,0,255,.,614,42,0
4,pl10,Poland,2010,10036,.,10871,93,0,867,836,31,35,35,0,251,.,490,93,0
5,pl10,Poland,2010,10872,.,10702,181,0,971,964,7,9,9,0,218,.,564,181,0
6,pl10,Poland,2010,11683,.,11531,71,0,923,888,35,4,1,3,234,.,619,71,0
7,pl10,Poland,2010,12277,.,11900,99,0,983,980,3,67,67,0,299,.,575,99,0
8,pl10,Poland,2010,12960,.,12798,89,0,1042,1026,17,4,4,0,232,.,501,89,0
9,pl10,Poland,2010,13580,.,12046,108,0,954,944,11,24,22,2,202,.,702,108,0
10,pl10,Poland,2010,14268,.,12252,87,0,1014,1005,9,22,22,0,151,.,600,87,0
11,pl10,Poland,2010,14801,.,13398,73,0,953,946,7,37,37,0,447,.,668,73,0
12,pl10,Poland,2010,15427,.,14025,170,0,1035,1008,27,4,4,0,203,.,541,170,0
13,pl10,Poland,2010,15900,.,13418,155,0,1133,1118,15,71,71,0,174,.,624,155,0
14,pl10,Poland,2010,16464,.,14405,86,0,1069,1065,4,12,8,4,243,.,493,86,0
15,pl10,Poland,2010,17004,.,14031,112,0,1184,1175,9,26,26,0,302,.,645,112,0
16,pl10,Poland,2010,17520,.,14950,109,0,1128,1109,19,24,24,0,360,.,591,109,0
17,pl10,Poland,2010,18000,.,15677,158,0,1168,1160,8,19,19,0,206,.,396,158,0
18,pl10,Poland,2010,18496,.,16409,157,0,1276,1269,6,52,49,3,201,.,697,157,0
19,pl10,Poland,2010,19016,.,16563,155,0,1112,1097,16,16,16,0,214,.,496,155,0
20,pl10,Poland,2010,19440,.,16443,263,0,1143,1132,11,19,19,0,290,.,534,263,0
21,pl10,Poland,2010,19962,.,16950,140,0,1206,1184,22,55,49,5,352,.,736,140,0
22,pl10,Poland,2010,20440,.,17653,218,0,1134,1129,5,60,39,20,254,.,602,218,0
23,pl10,Poland,2010,20964,.,18153,298,0,1151,1146,4,73,73,0,320,.,571,298,0
24,pl10,Poland,2010,21491,.,18711,159,0,1179,1175,4,83,66,17,323,.,660,159,0
25,pl10,Poland,2010,21867,.,19299,179,0,1441,1437,5,240,240,0,321,.,854,179,0
26,pl10,Poland,2010,22392,.,19042,99,0,1278,1261,17,98,98,0,419,.,795,99,0
27,pl10,Poland,2010,22885,.,19236,229,0,1093,1087,6,95,95,0,323,.,542,229,0
28,pl10,Poland,2010,23444,.,19397,244,0,1192,1190,2,134,131,3,361,.,682,244,0
29,pl10,Poland,2010,24000,.,19731,201,0,1179,1162,17,112,102,10,378,.,666,201,0
30,pl10,Poland,2010,24264,.,20642,247,0,1232,1202,30,57,57,0,529,.,799,247,0
31,pl10,Poland,2010,24806,.,20363,198,0,1353,1290,63,94,82,12,513,.,753,198,0
32,pl10,Poland,2010,25272,.,23120,365,0,1196,1190,6,258,223,35,168,.,362,365,0
33,pl10,Poland,2010,25800,.,21366,157,0,1191,1159,32,130,128,2,384,.,756,157,0
34,pl10,Poland,2010,26400,.,22239,192,0,1281,1274,7,169,164,5,442,.,633,192,0
35,pl10,Poland,2010,26765,.,21901,233,0,1356,1356,0,169,161,8,377,.,616,233,0
36,pl10,Poland,2010,27276,.,22922,217,0,1340,1326,14,170,165,5,302,.,660,217,0
37,pl10,Poland,2010,27740,.,22904,431,0,1320,1314,6,122,122,0,534,.,674,431,0
38,pl10,Poland,2010,28355,.,23381,274,0,1332,1311,20,174,158,16,460,.,764,274,0
39,pl10,Poland,2010,28812,.,23975,350,0,1481,1383,98,205,168,37,494,.,650,350,0
40,pl10,Poland,2010,29316,.,24046,320,0,1388,1361,27,162,155,7,461,.,776,320,0
41,pl10,Poland,2010,29849,.,24844,204,0,1437,1434,3,108,105,3,401,.,554,204,0
42,pl10,Poland,2010,30140,.,23697,201,0,1312,1289,24,138,124,13,522,.,779,201,0
43,pl10,Poland,2010,30600,.,25574,208,0,1293,1293,0,139,139,0,302,.,415,208,0
44,pl10,Poland,2010,31161,.,25591,393,0,1548,1538,10,229,229,0,560,.,493,393,0
45,pl10,Poland,2010,31602,.,25070,260,0,1336,1324,11,144,118,26,488,.,665,260,0
46,pl10,Poland,2010,32118,.,25529,155,0,1475,1474,0,396,351,44,376,.,608,155,0
47,pl10,Poland,2010,32544,.,27057,215,0,1480,1463,17,319,303,15,575,.,844,215,0
48,pl10,Poland,2010,33068,.,26265,194,0,1280,1261,19,267,260,7,403,.,616,194,0
49,pl10,Poland,2010,33600,.,28246,374,0,1501,1498,4,287,280,7,491,.,702,374,0
50,pl10,Poland,2010,34080,.,28072,246,0,1513,1472,41,263,263,0,519,.,663,246,0
51,pl10,Poland,2010,34680,.,26828,277,0,1548,1510,38,264,250,14,688,.,598,277,0
52,pl10,Poland,2010,35223,.,28517,353,0,1424,1390,34,329,305,24,427,.,698,353,0
53,pl10,Poland,2010,35832,.,28488,326,0,1412,1410,2,233,222,10,457,.,763,326,0
54,pl10,Poland,2010,36092,.,30722,359,0,1400,1397,2,268,268,1,494,.,456,359,0
55,pl10,Poland,2010,36643,.,29089,367,0,1609,1587,22,273,273,0,441,.,911,367,0
56,pl10,Poland,2010,37200,.,30247,397,0,1666,1660,7,430,427,3,613,.,556,397,0
57,pl10,Poland,2010,37800,.,30667,291,0,1557,1546,11,318,291,27,518,.,628,291,0
58,pl10,Poland,2010,38400,.,30635,241,0,1464,1457,7,284,252,32,573,.,810,241,0
59,pl10,Poland,2010,38893,.,30525,259,0,1546,1525,21,515,493,23,404,.,562,259,0
60,pl10,Poland,2010,39600,.,30858,239,0,1795,1775,20,255,230,25,549,.,787,239,0
61,pl10,Poland,2010,40200,.,31663,360,0,1581,1553,28,261,261,0,476,.,714,360,0
62,pl10,Poland,2010,40800,.,31703,347,0,1404,1398,6,339,304,35,598,.,840,347,0
63,pl10,Poland,2010,41484,.,32138,350,0,1491,1473,18,512,485,27,739,.,690,350,0
64,pl10,Poland,2010,42009,.,34630,311,0,1573,1552,21,372,360,12,394,.,619,311,0
65,pl10,Poland,2010,42732,.,33922,316,0,2015,1958,56,483,467,16,659,.,875,316,0
66,pl10,Poland,2010,43404,.,33637,319,0,1487,1483,4,512,505,7,560,.,720,319,0
67,pl10,Poland,2010,44120,.,34878,256,0,1905,1894,11,476,431,45,718,.,752,256,0
68,pl10,Poland,2010,44784,.,34765,153,0,1444,1410,34,496,496,0,546,.,634,153,0
69,pl10,Poland,2010,45600,.,36864,604,0,1815,1809,7,515,514,1,527,.,738,604,0
70,pl10,Poland,2010,46338,.,36756,383,0,1757,1751,6,531,469,62,723,.,706,383,0
71,pl10,Poland,2010,47063,.,35863,266,0,1928,1917,10,697,628,69,710,.,882,266,0
72,pl10,Poland,2010,48000,.,36677,415,0,1845,1836,9,759,716,43,584,.,800,415,0
73,pl10,Poland,2010,48637,.,37773,292,0,1757,1722,36,588,555,33,742,.,809,292,0
74,pl10,Poland,2010,49496,.,37982,365,0,1794,1774,20,460,431,29,695,.,789,365,0
75,pl10,Poland,2010,50400,.,38647,334,0,1579,1561,19,509,499,10,585,.,730,334,0
76,pl10,Poland,2010,51600,.,37318,382,0,1701,1646,55,495,436,60,781,.,538,382,0
77,pl10,Poland,2010,52605,.,40065,504,0,1872,1852,20,559,478,80,546,.,735,504,0
78,pl10,Poland,2010,53628,.,41214,431,0,2089,2074,15,778,737,41,768,.,839,431,0
79,pl10,Poland,2010,54648,.,41821,376,0,1762,1741,20,649,630,19,626,.,578,376,0
80,pl10,Poland,2010,55835,.,41882,352,0,1829,1747,82,610,561,50,666,.,790,352,0
81,pl10,Poland,2010,56961,.,42735,363,0,1921,1905,15,991,974,17,734,.,858,363,0
82,pl10,Poland,2010,58320,.,43836,248,0,2373,2324,49,782,666,116,771,.,597,248,0
83,pl10,Poland,2010,59882,.,44769,217,0,1836,1812,25,969,955,14,606,.,663,217,0
84,pl10,Poland,2010,61040,.,45468,277,0,1758,1755,3,791,695,97,776,.,725,277,0
85,pl10,Poland,2010,62538,.,46724,411,0,2137,2090,47,777,643,133,934,.,661,411,0
86,pl10,Poland,2010,64282,.,43458,266,0,2024,2005,19,785,752,33,977,.,1006,266,0
87,pl10,Poland,2010,66000,.,48743,503,0,2247,2233,14,720,647,73,744,.,778,503,0
88,pl10,Poland,2010,67968,.,48917,303,0,2071,2037,34,837,775,62,797,.,908,303,0
89,pl10,Poland,2010,70104,.,51988,456,0,2437,2371,67,893,869,24,760,.,982,456,0
90,pl10,Poland,2010,72480,.,53916,433,0,2513,2407,106,852,748,104,1103,.,750,433,0
91,pl10,Poland,2010,75288,.,52889,372,0,2552,2509,43,990,968,21,1003,.,895,372,0
