quantile,ccyy,cname,year,threshold,hc,hmc,hmchousa,hnchousi,hcmed,hmcmed,hncmed,hceduc,hmceduc,hnceduc,hncbgifte,hncbgiftg,hncbgifto,hchousa,hchousi
39,tw07,Taiwan,2007,588741,616660,456444,15482,104483,82872,27139,55734,36537,36537,.,.,.,.,15482,104483
40,tw07,Taiwan,2007,599702,598231,449438,18517,106936,61684,19827,41857,40919,40919,.,.,.,.,18517,106936
41,tw07,Taiwan,2007,609873,661703,476639,10709,113647,103200,31783,71417,46351,46351,.,.,.,.,10709,113647
42,tw07,Taiwan,2007,620992,626464,461288,19178,107361,86573,28758,57815,43497,43497,.,.,.,.,19178,107361
43,tw07,Taiwan,2007,633199,639430,469472,13929,113288,87362,30692,56670,41051,41051,.,.,.,.,13929,113288
44,tw07,Taiwan,2007,645009,701965,513659,9384,124183,91777,27655,64122,43359,43359,.,.,.,.,9384,124183
45,tw07,Taiwan,2007,654768,640205,464698,10512,119820,77896,22208,55687,48263,48263,.,.,.,.,10512,119820
46,tw07,Taiwan,2007,666562,651746,476628,8908,126957,77697,29536,48161,37407,37407,.,.,.,.,8908,126957
47,tw07,Taiwan,2007,676944,661787,491908,13651,117851,83292,31264,52028,41941,41941,.,.,.,.,13651,117851
48,tw07,Taiwan,2007,687201,671427,494021,11353,119031,90794,32419,58375,42555,42555,.,.,.,.,11353,119031
49,tw07,Taiwan,2007,698110,674429,504874,17541,114476,83079,28000,55079,52754,52754,.,.,.,.,17541,114476
50,tw07,Taiwan,2007,707981,717358,536051,18106,119962,91623,30278,61345,48396,48396,.,.,.,.,18106,119962
51,tw07,Taiwan,2007,720106,675693,504997,12735,114993,81672,25969,55703,47040,47040,.,.,.,.,12735,114993
52,tw07,Taiwan,2007,731037,727637,545787,14476,118071,95431,31651,63779,63879,63879,.,.,.,.,14476,118071
53,tw07,Taiwan,2007,742735,714237,541596,14963,128208,71313,26879,44433,54388,54388,.,.,.,.,14963,128208
54,tw07,Taiwan,2007,754035,743785,557300,11368,127583,90498,31596,58902,54303,54303,.,.,.,.,11368,127583
55,tw07,Taiwan,2007,763577,724288,546455,20850,121795,84637,28599,56038,52585,52585,.,.,.,.,20850,121795
56,tw07,Taiwan,2007,777536,725798,556394,10671,119320,77632,27548,50084,56879,56879,.,.,.,.,10671,119320
57,tw07,Taiwan,2007,789663,736435,556638,15911,125082,79237,25398,53839,63929,63929,.,.,.,.,15911,125082
58,tw07,Taiwan,2007,803094,766858,583225,19076,128893,82919,28179,54740,68977,68977,.,.,.,.,19076,128893
59,tw07,Taiwan,2007,815774,806314,610396,13222,132675,98779,35536,63244,64039,64039,.,.,.,.,13222,132675
60,tw07,Taiwan,2007,829419,776976,582581,9966,129951,98761,34316,64445,54569,54569,.,.,.,.,9966,129951
61,tw07,Taiwan,2007,841110,720990,551683,14915,119394,79480,29568,49912,50153,50153,.,.,.,.,14915,119394
62,tw07,Taiwan,2007,855230,809870,614765,19007,138610,85764,29270,56494,59153,59153,.,.,.,.,19007,138610
63,tw07,Taiwan,2007,868490,778322,596481,12778,129195,80904,28258,52646,57909,57909,.,.,.,.,12778,129195
64,tw07,Taiwan,2007,883538,802344,615704,10341,136628,78353,28340,50013,58639,58639,.,.,.,.,10341,136628
65,tw07,Taiwan,2007,897148,782026,597270,16851,118188,99911,33343,66568,56366,56366,.,.,.,.,16851,118188
66,tw07,Taiwan,2007,911696,817230,641925,18783,119254,86562,30511,56051,68384,68384,.,.,.,.,18783,119254
67,tw07,Taiwan,2007,924902,809223,619153,23598,131082,87058,28070,58988,59440,59440,.,.,.,.,23598,131082
68,tw07,Taiwan,2007,939677,868799,659566,11629,142415,100485,33667,66818,59335,59335,.,.,.,.,11629,142415
69,tw07,Taiwan,2007,956327,817256,630833,11236,133922,84847,32346,52501,66504,66504,.,.,.,.,11236,133922
70,tw07,Taiwan,2007,972901,870295,676162,12851,137781,86497,30145,56352,79928,79928,.,.,.,.,12851,137781
71,tw07,Taiwan,2007,990542,879040,684230,16693,137563,92639,35392,57247,75273,75273,.,.,.,.,16693,137563
72,tw07,Taiwan,2007,1009134,830745,646473,22101,131784,86117,33629,52489,65659,65659,.,.,.,.,22101,131784
73,tw07,Taiwan,2007,1028635,911141,727505,21627,125094,92296,33754,58542,79222,79222,.,.,.,.,21627,125094
74,tw07,Taiwan,2007,1047936,896380,696270,18874,130614,108216,38720,69496,76947,76947,.,.,.,.,18874,130614
75,tw07,Taiwan,2007,1069297,885557,683918,17985,142363,90165,30889,59277,66853,66853,.,.,.,.,17985,142363
76,tw07,Taiwan,2007,1094336,907397,712389,15350,144206,80243,29441,50802,71174,71174,.,.,.,.,15350,144206
77,tw07,Taiwan,2007,1121404,909871,705990,15256,148215,89940,34273,55667,75981,75981,.,.,.,.,15256,148215
78,tw07,Taiwan,2007,1146168,861508,668190,16228,141181,87134,34997,52137,55863,55863,.,.,.,.,16228,141181
79,tw07,Taiwan,2007,1178150,934421,731382,16469,151586,84937,33484,51453,72621,72621,.,.,.,.,16469,151586
80,tw07,Taiwan,2007,1209639,969625,742693,11694,169884,94580,37532,57048,74917,74917,.,.,.,.,11694,169884
81,tw07,Taiwan,2007,1243529,981647,765493,19081,151421,118962,54229,64733,65013,65013,.,.,.,.,19081,151421
82,tw07,Taiwan,2007,1279627,993822,761486,13571,160305,114787,42756,72031,71771,71771,.,.,.,.,13571,160305
83,tw07,Taiwan,2007,1312100,1030821,788932,14412,172711,109358,40180,69178,73592,73592,.,.,.,.,14412,172711
84,tw07,Taiwan,2007,1343541,1001717,769192,18751,172142,105364,44981,60383,65034,65034,.,.,.,.,18751,172142
85,tw07,Taiwan,2007,1381719,1009265,781041,16832,163119,111361,46257,65104,76858,76858,.,.,.,.,16832,163119
86,tw07,Taiwan,2007,1418821,999369,775547,10819,167365,102325,45868,56457,84154,84154,.,.,.,.,10819,167365
87,tw07,Taiwan,2007,1461372,1027222,821690,21415,146826,104000,45294,58707,73646,73646,.,.,.,.,21415,146826
88,tw07,Taiwan,2007,1504898,1033530,800471,15980,176866,98295,42102,56193,64013,64013,.,.,.,.,15980,176866
89,tw07,Taiwan,2007,1555137,1008727,798862,17127,152520,97689,40344,57345,53846,53846,.,.,.,.,17127,152520
90,tw07,Taiwan,2007,1605000,1091662,875490,18950,161713,93494,39035,54458,69355,69355,.,.,.,.,18950,161713
91,tw07,Taiwan,2007,1662636,1090274,860491,15627,171332,100127,41675,58452,69475,69475,.,.,.,.,15627,171332
92,tw07,Taiwan,2007,1719981,1134668,911514,12869,162846,109780,49472,60308,75334,75334,.,.,.,.,12869,162846
93,tw07,Taiwan,2007,1791750,1124845,877847,8032,188663,103804,45470,58335,65121,65121,.,.,.,.,8032,188663
94,tw07,Taiwan,2007,1868256,1149296,914824,8918,181044,101470,48042,53428,65063,65063,.,.,.,.,8918,181044
95,tw07,Taiwan,2007,1962945,1292800,1052798,21040,181278,115203,56479,58724,79379,79379,.,.,.,.,21040,181278
96,tw07,Taiwan,2007,2087810,1269361,996213,16492,211819,111699,50370,61329,79679,79679,.,.,.,.,16492,211819
97,tw07,Taiwan,2007,2271511,1263136,1011869,19658,187764,104463,40961,63502,92217,92217,.,.,.,.,19658,187764
98,tw07,Taiwan,2007,2524539,1279988,1035767,21205,184042,115367,55187,60180,77151,77151,.,.,.,.,21205,184042
99,tw07,Taiwan,2007,2984204,1440954,1172379,19021,210255,112986,54667,58319,114641,114641,.,.,.,.,19021,210255
100,tw07,Taiwan,2007,.,1781399,1466114,15310,254602,138271,77587,60683,114608,114608,.,.,.,.,15310,254602
1,tw10,Taiwan,2010,70095,294315,173110,5139,70725,63384,12903,50480,6304,6304,.,.,.,.,5139,70725
2,tw10,Taiwan,2010,94396,221016,122714,2724,57569,52656,11923,40733,996,996,.,.,.,.,2724,57569
3,tw10,Taiwan,2010,109149,245847,130146,1769,67342,60697,12337,48359,1450,1450,.,.,.,.,1769,67342
4,tw10,Taiwan,2010,125027,267553,141002,1920,72881,67329,13658,53670,1319,1319,.,.,.,.,1920,72881
5,tw10,Taiwan,2010,142834,273128,152565,5505,73200,61399,14036,47363,1885,1885,.,.,.,.,5505,73200
6,tw10,Taiwan,2010,157139,264388,149352,4452,69934,57636,12534,45102,2215,2215,.,.,.,.,4452,69934
7,tw10,Taiwan,2010,170426,307288,174741,7052,73675,78078,19206,58871,2450,2450,.,.,.,.,7052,73675
8,tw10,Taiwan,2010,182262,294472,173764,7906,72871,63567,15730,47837,1566,1566,.,.,.,.,7906,72871
9,tw10,Taiwan,2010,195549,319410,188947,5846,80070,66043,15649,50394,3083,3083,.,.,.,.,5846,80070
10,tw10,Taiwan,2010,207888,351386,204194,5332,83616,83794,20217,63577,4160,4160,.,.,.,.,5332,83616
11,tw10,Taiwan,2010,221203,341768,202447,5245,82187,73910,16776,57133,4176,4176,.,.,.,.,5245,82187
12,tw10,Taiwan,2010,234570,335438,204049,7716,76642,70149,15402,54747,3511,3511,.,.,.,.,7716,76642
13,tw10,Taiwan,2010,246799,348330,208492,7116,89979,65735,15876,49859,3608,3608,.,.,.,.,7116,89979
14,tw10,Taiwan,2010,258450,382698,237891,9370,88944,75967,20104,55862,7821,7821,.,.,.,.,9370,88944
15,tw10,Taiwan,2010,268232,373812,234322,9499,77738,81103,19352,61751,6978,6978,.,.,.,.,9499,77738
16,tw10,Taiwan,2010,281233,395937,249447,8219,86227,79870,19607,60263,7780,7780,.,.,.,.,8219,86227
17,tw10,Taiwan,2010,291513,410692,265436,10965,81967,82074,18784,63289,11437,11437,.,.,.,.,10965,81967
18,tw10,Taiwan,2010,302112,413710,277818,11711,82486,68880,15474,53407,15943,15943,.,.,.,.,11711,82486
19,tw10,Taiwan,2010,313718,408000,273777,14518,87489,62276,15542,46734,10217,10217,.,.,.,.,14518,87489
20,tw10,Taiwan,2010,326314,438753,287962,12466,91882,78172,19263,58908,11648,11648,.,.,.,.,12466,91882
21,tw10,Taiwan,2010,336410,449717,299561,9099,92305,75140,17289,57851,17484,17484,.,.,.,.,9099,92305
22,tw10,Taiwan,2010,347107,419409,284951,13090,90256,59239,15037,44202,12384,12384,.,.,.,.,13090,90256
23,tw10,Taiwan,2010,357928,505396,357750,10244,94296,71519,18168,53350,19341,19341,.,.,.,.,10244,94296
24,tw10,Taiwan,2010,369134,462259,318609,17425,97913,63186,17449,45737,15152,15152,.,.,.,.,17425,97913
25,tw10,Taiwan,2010,379389,484313,333935,16882,90050,77624,17296,60328,14989,14989,.,.,.,.,16882,90050
26,tw10,Taiwan,2010,390377,503967,365621,20380,84818,70112,16584,53528,25884,25884,.,.,.,.,20380,84818
27,tw10,Taiwan,2010,401916,483131,336122,11384,96007,68621,17618,51003,18178,18178,.,.,.,.,11384,96007
28,tw10,Taiwan,2010,411326,496350,346520,19498,94219,72784,17173,55610,19024,19024,.,.,.,.,19498,94219
29,tw10,Taiwan,2010,422112,499965,341827,11467,109868,65232,16770,48462,23496,23496,.,.,.,.,11467,109868
30,tw10,Taiwan,2010,433565,513779,358671,13199,102373,70988,18253,52735,20351,20351,.,.,.,.,13199,102373
31,tw10,Taiwan,2010,443580,530043,373412,11127,110705,62296,16371,45925,26426,26426,.,.,.,.,11127,110705
32,tw10,Taiwan,2010,455010,540874,372844,7891,108789,79778,20537,59241,27132,27132,.,.,.,.,7891,108789
33,tw10,Taiwan,2010,465950,575926,409225,9060,107283,78311,18893,59418,30680,30680,.,.,.,.,9060,107283
34,tw10,Taiwan,2010,476836,556407,391989,8008,113703,69634,18919,50715,28622,28622,.,.,.,.,8008,113703
35,tw10,Taiwan,2010,488177,563372,407680,11144,105287,70996,20590,50406,33619,33619,.,.,.,.,11144,105287
36,tw10,Taiwan,2010,498466,566924,399859,16239,108975,77862,21513,56349,24721,24721,.,.,.,.,16239,108975
37,tw10,Taiwan,2010,508783,566104,409584,15017,108723,63203,15406,47797,27641,27641,.,.,.,.,15017,108723
38,tw10,Taiwan,2010,521391,561642,398590,12917,108649,76436,22033,54403,28039,28039,.,.,.,.,12917,108649
39,tw10,Taiwan,2010,531676,600836,433430,18934,103492,88340,24425,63915,27846,27846,.,.,.,.,18934,103492
40,tw10,Taiwan,2010,544894,622028,449196,19316,107226,86193,20587,65606,33835,33835,.,.,.,.,19316,107226
41,tw10,Taiwan,2010,555316,624866,455096,13210,107493,82545,20267,62278,40450,40450,.,.,.,.,13210,107493
42,tw10,Taiwan,2010,564660,619673,448869,7585,116231,77219,22646,54574,34432,34432,.,.,.,.,7585,116231
43,tw10,Taiwan,2010,574968,630592,460527,18914,110484,83617,24035,59581,36803,36803,.,.,.,.,18914,110484
44,tw10,Taiwan,2010,584943,601892,440369,15443,112422,65891,16790,49101,32347,32347,.,.,.,.,15443,112422
45,tw10,Taiwan,2010,597535,658745,482996,15615,116036,78993,19281,59713,41186,41186,.,.,.,.,15615,116036
46,tw10,Taiwan,2010,608970,637825,466339,12681,104874,88360,21748,66613,35565,35565,.,.,.,.,12681,104874
47,tw10,Taiwan,2010,618923,673711,502927,12521,113882,78573,21670,56903,50844,50844,.,.,.,.,12521,113882
48,tw10,Taiwan,2010,629127,657232,491352,11942,119514,67209,20842,46367,41110,41110,.,.,.,.,11942,119514
49,tw10,Taiwan,2010,639914,661134,485739,19271,109484,87795,21884,65911,42432,42432,.,.,.,.,19271,109484
50,tw10,Taiwan,2010,652591,683252,513361,10513,113962,76274,20344,55930,51672,51672,.,.,.,.,10513,113962
51,tw10,Taiwan,2010,664420,714606,538862,16844,114393,80951,19600,61351,50509,50509,.,.,.,.,16844,114393
52,tw10,Taiwan,2010,675330,691286,508988,12022,123983,79528,21213,58315,42844,42844,.,.,.,.,12022,123983
53,tw10,Taiwan,2010,686631,675917,496601,14532,119883,80914,21481,59433,38682,38682,.,.,.,.,14532,119883
54,tw10,Taiwan,2010,698688,708243,522986,18869,124525,86887,26155,60732,40037,40037,.,.,.,.,18869,124525
55,tw10,Taiwan,2010,709979,730717,551269,13472,120235,83147,23935,59213,51246,51246,.,.,.,.,13472,120235
56,tw10,Taiwan,2010,723156,744953,553255,18396,126320,87054,21677,65378,49660,49660,.,.,.,.,18396,126320
57,tw10,Taiwan,2010,735940,742078,546059,15167,124715,102706,31402,71304,46636,46636,.,.,.,.,15167,124715
58,tw10,Taiwan,2010,747716,735911,550821,15923,132931,77048,24890,52159,48236,48236,.,.,.,.,15923,132931
59,tw10,Taiwan,2010,762120,753884,567976,8722,129162,86994,30249,56745,53998,53998,.,.,.,.,8722,129162
60,tw10,Taiwan,2010,774499,774264,575124,10799,132648,93289,26796,66492,54115,54115,.,.,.,.,10799,132648
61,tw10,Taiwan,2010,787863,782061,599264,13404,122979,85771,25953,59818,47677,47677,.,.,.,.,13404,122979
62,tw10,Taiwan,2010,802235,770299,585168,12525,129558,81493,25920,55573,62991,62991,.,.,.,.,12525,129558
63,tw10,Taiwan,2010,816726,801340,604326,16744,128704,102873,34563,68310,50914,50914,.,.,.,.,16744,128704
64,tw10,Taiwan,2010,832116,784775,589581,14272,130196,89750,24752,64998,49351,49351,.,.,.,.,14272,130196
65,tw10,Taiwan,2010,844991,783593,599080,12503,130212,78313,24012,54301,46225,46225,.,.,.,.,12503,130212
66,tw10,Taiwan,2010,858842,782573,587253,10700,132008,91829,28516,63312,43192,43192,.,.,.,.,10700,132008
67,tw10,Taiwan,2010,873334,837182,640710,14399,131999,94588,30116,64473,65052,65052,.,.,.,.,14399,131999
68,tw10,Taiwan,2010,888550,811448,621965,18549,129738,84464,24720,59744,56675,56675,.,.,.,.,18549,129738
69,tw10,Taiwan,2010,903308,811020,620696,13771,132644,84589,26909,57680,51038,51038,.,.,.,.,13771,132644
70,tw10,Taiwan,2010,919319,838146,638695,20360,138839,90481,29869,60612,50526,50526,.,.,.,.,20360,138839
71,tw10,Taiwan,2010,937534,861352,642956,13498,151337,99233,32173,67060,54212,54212,.,.,.,.,13498,151337
72,tw10,Taiwan,2010,953747,855812,658259,20572,133686,93266,29400,63866,56662,56662,.,.,.,.,20572,133686
73,tw10,Taiwan,2010,972990,839211,644792,13464,133659,97259,36499,60760,63933,63933,.,.,.,.,13464,133659
74,tw10,Taiwan,2010,989364,851181,652418,13561,142502,86711,30450,56261,65734,65734,.,.,.,.,13561,142502
75,tw10,Taiwan,2010,1007458,893012,689688,18046,127230,114558,38464,76094,66964,66964,.,.,.,.,18046,127230
76,tw10,Taiwan,2010,1030795,910811,701949,13311,148519,96258,35915,60343,65531,65531,.,.,.,.,13311,148519
77,tw10,Taiwan,2010,1048973,921125,710062,25934,149177,94960,33073,61886,62665,62665,.,.,.,.,25934,149177
78,tw10,Taiwan,2010,1071571,924875,700968,13263,158953,99703,34750,64953,59246,59246,.,.,.,.,13263,158953
79,tw10,Taiwan,2010,1092608,907015,684383,6694,153747,107696,38812,68885,50698,50698,.,.,.,.,6694,153747
80,tw10,Taiwan,2010,1119399,947479,736076,15296,150837,97697,37132,60566,62154,62154,.,.,.,.,15296,150837
81,tw10,Taiwan,2010,1146576,930593,722905,13893,150663,88355,31329,57025,69402,69402,.,.,.,.,13893,150663
82,tw10,Taiwan,2010,1174404,988940,751799,13513,169179,105079,37117,67962,55996,55996,.,.,.,.,13513,169179
83,tw10,Taiwan,2010,1199053,994661,773202,15512,156494,108267,43302,64965,70419,70419,.,.,.,.,15512,156494
84,tw10,Taiwan,2010,1229890,985703,765408,11266,162364,90980,33048,57932,64605,64605,.,.,.,.,11266,162364
85,tw10,Taiwan,2010,1264142,989937,761914,13111,158869,109999,40845,69154,58042,58042,.,.,.,.,13111,158869
